unique_id,start_date,end_date,is_active
6HX3GD60,7/16/2020,8/15/2020,1
UWTXWXE6,7/16/2020,8/15/2020,1
BCMYSMVO,7/16/2020,8/15/2020,1
MOUUC809,7/16/2020,8/15/2020,1
CSP1EDO0,7/17/2020,8/16/2020,1
T8QD4NR6,7/17/2020,8/16/2020,1
W8M7I1Z7,7/17/2020,8/16/2020,1
DCIND7EO,7/17/2020,8/16/2020,1
XW9D540X,7/17/2020,8/16/2020,1
O5QFE7SN,7/17/2020,8/16/2020,1
ORDDZZKP,7/17/2020,8/16/2020,1
X9PEOYEW,7/17/2020,8/16/2020,1
2FYSAAK5,7/17/2020,8/16/2020,1
ASH71B79,7/17/2020,8/16/2020,1
DIVJZSHF,7/17/2020,8/16/2020,1
TZ2DRI1C,7/17/2020,8/16/2020,1
5K8KP8YZ,7/17/2020,8/16/2020,1
OS9LA1T7,7/18/2020,8/17/2020,1
I3CVDUBA,7/18/2020,8/17/2020,1
2VJZRZUP,7/18/2020,8/17/2020,1
105R9EFY,7/18/2020,8/17/2020,1
8EN2GDR2,7/18/2020,8/17/2020,1
QVZA3Z1I,7/18/2020,8/17/2020,1
YF3R1UO5,7/18/2020,8/17/2020,1
1C0OMR9H,7/18/2020,8/17/2020,1
5QN1234F,7/18/2020,8/17/2020,1
C3Y2V56U,7/18/2020,8/17/2020,1
AAWSLH92,7/18/2020,8/17/2020,1
RYT7YBMN,7/18/2020,8/17/2020,1
IFQHK8PP,7/18/2020,8/17/2020,1
30JCW4F8,7/18/2020,8/17/2020,1
WQCJ95T5,7/18/2020,8/17/2020,1
MKZX5GG0,7/18/2020,8/17/2020,1
0LE0DV0T,7/18/2020,8/17/2020,1
RN7BURRW,7/18/2020,8/17/2020,1
E9AAOJMT,7/19/2020,8/18/2020,1
CWEHPXVH,7/19/2020,8/18/2020,1
1ZTZ3UU3,7/19/2020,8/18/2020,1
GOND079X,7/19/2020,8/18/2020,1
RUTDZRK1,7/19/2020,8/18/2020,1
MINWCX07,7/19/2020,8/18/2020,1
BUB6QU07,7/19/2020,8/18/2020,1
D2UKIKF5,7/19/2020,8/18/2020,1
P4KR8FOZ,7/19/2020,8/18/2020,1
HRV26U3C,7/19/2020,8/18/2020,1
Q5ZSM8IQ,7/19/2020,8/18/2020,1
NRA53NHT,7/19/2020,8/18/2020,1
44AB6RE0,7/19/2020,8/18/2020,1
285GV8N6,7/19/2020,8/18/2020,1
BZAQ2ERW,7/19/2020,8/18/2020,1
NBL9ZAHU,7/19/2020,8/18/2020,1
QDI2VU4Q,7/20/2020,8/19/2020,1
RGMYWPP9,7/20/2020,8/19/2020,1
VC5HLPY3,7/20/2020,8/19/2020,1
GYGFI2TR,7/20/2020,8/19/2020,1
RW5JM0E8,7/20/2020,8/19/2020,1
8BZ9WC4H,7/20/2020,8/19/2020,1
YYOGC0NK,7/20/2020,8/19/2020,1
JGDQVA2C,7/20/2020,8/19/2020,1
L2BAT2J5,7/20/2020,8/19/2020,1
4XTLUYWN,7/20/2020,8/19/2020,1
IQV4ELAY,7/20/2020,8/19/2020,1
X7V22VHB,7/20/2020,8/19/2020,1
LN7OPEJC,7/20/2020,8/19/2020,1
RTFH4UTC,7/21/2020,8/20/2020,1
FHGGFNUU,7/21/2020,8/20/2020,1
87L2K762,7/21/2020,8/20/2020,1
E1YZ7DKJ,7/21/2020,8/20/2020,1
60KF7FZ4,7/21/2020,8/20/2020,1
H8LH4BQP,7/21/2020,8/20/2020,1
XZE2FVOJ,7/21/2020,8/20/2020,1
QPF79VUV,7/21/2020,8/20/2020,1
F8HDOZ9I,7/21/2020,8/20/2020,1
3OYDOVZZ,7/21/2020,8/20/2020,1
H90QKR4B,7/21/2020,8/20/2020,1
3C4M4C6B,7/21/2020,8/20/2020,1
06LAATOQ,7/22/2020,8/21/2020,1
6HYO0Y5C,7/22/2020,8/21/2020,1
O1JCOXGQ,7/22/2020,8/21/2020,1
VJR91HXT,7/22/2020,8/21/2020,1
CYODDJXO,7/22/2020,8/21/2020,1
6WPOV96P,7/22/2020,8/21/2020,1
COJ6KIZ9,7/22/2020,8/21/2020,1
IGOZY6EW,7/22/2020,8/21/2020,1
RN346618,7/22/2020,8/21/2020,1
A2APZ0DU,7/22/2020,8/21/2020,1
MBFDPS4J,7/22/2020,8/21/2020,1
BKGYAC8R,7/22/2020,8/21/2020,1
EVR85721,7/22/2020,8/21/2020,1
3FFKYM70,7/23/2020,8/22/2020,1
49RB9G5X,7/23/2020,8/22/2020,1
BLOFWDB1,7/23/2020,8/22/2020,1
C89M6PWY,7/23/2020,8/22/2020,1
2PVB8ETF,7/23/2020,8/22/2020,1
JPHE5TG3,7/23/2020,8/22/2020,1
L944J3PO,7/23/2020,8/22/2020,1
SFSNLJL5,7/23/2020,8/22/2020,1
ZXIY0OHB,7/23/2020,8/22/2020,1
R30ZGB3M,7/23/2020,8/22/2020,1
S8QX28ZZ,7/23/2020,8/22/2020,1
UNZGLKH4,7/23/2020,8/22/2020,1
GZ7KBQBF,7/23/2020,8/22/2020,1
XYIM41X1,7/23/2020,8/22/2020,1
PSTIBUNM,7/23/2020,8/22/2020,1
16IJD10K,7/23/2020,8/22/2020,1
TE0M8AC8,7/24/2020,8/23/2020,1
3XPJC1DP,7/24/2020,8/23/2020,1
G92R78T4,7/24/2020,8/23/2020,1
1LRHPFE7,7/24/2020,8/23/2020,1
AG38J93I,7/24/2020,8/23/2020,1
RP3Z1FT8,7/24/2020,8/23/2020,1
SE9ISV7Q,7/24/2020,8/23/2020,1
QHQUO26S,7/24/2020,8/23/2020,1
NS0AJULM,7/24/2020,8/23/2020,1
H0PVJ701,7/24/2020,8/23/2020,1
O6D7SKKW,7/24/2020,8/23/2020,1
9CXAKC4N,7/24/2020,8/23/2020,1
V502M3I2,7/24/2020,8/23/2020,1
31UP0W5I,7/25/2020,8/24/2020,1
EAFCG8K6,7/25/2020,8/24/2020,1
7YOYBCYU,7/25/2020,8/24/2020,1
534WOQID,7/25/2020,8/24/2020,1
JDYGU7N7,7/25/2020,8/24/2020,1
ME2J5JGA,7/25/2020,8/24/2020,1
EBUCSM8G,7/25/2020,8/24/2020,1
1BI8D93Y,7/25/2020,8/24/2020,1
5B5V2AIT,7/25/2020,8/24/2020,1
I7JOSAYE,7/26/2020,8/25/2020,1
P6EH742C,7/26/2020,8/25/2020,1
62AIRE91,7/26/2020,8/25/2020,1
799CUXVK,7/26/2020,8/25/2020,1
WHUCNDIP,7/26/2020,8/25/2020,1
0HIVZW3J,7/26/2020,8/25/2020,1
AXO4YZU8,7/26/2020,8/25/2020,1
X4O7VH3K,7/26/2020,8/25/2020,1
HH1JI0Z1,7/26/2020,8/25/2020,1
I1WGIB7S,7/26/2020,8/25/2020,1
3CPNSV8Q,7/26/2020,8/25/2020,1
JHZ06QR0,7/26/2020,8/25/2020,1
9W0VZ94P,7/26/2020,8/25/2020,1
5HDLHLAE,7/26/2020,8/25/2020,1
ZJIRQE5S,7/27/2020,8/26/2020,1
6V5UB6KK,7/27/2020,8/26/2020,1
ZPVPY1O3,7/27/2020,8/26/2020,1
6YF2VOGN,7/27/2020,8/26/2020,1
Z5ISVJVO,7/27/2020,8/26/2020,1
R4BUQWAP,7/27/2020,8/26/2020,1
IWOQLSC7,7/27/2020,8/26/2020,1
O0WJZQPF,7/27/2020,8/26/2020,1
POBFH5J5,7/27/2020,8/26/2020,1
R7FGKRUJ,7/27/2020,8/26/2020,1
75SOY3CA,7/27/2020,8/26/2020,1
6DNGRINS,7/27/2020,8/26/2020,1
J5PVUBRN,7/27/2020,8/26/2020,1
9VVLFAVX,7/27/2020,8/26/2020,1
YGVFGEK2,7/27/2020,8/26/2020,1
XB9DW13E,7/28/2020,8/27/2020,1
QPC9TJ2P,7/28/2020,8/27/2020,1
0T8ZM5TJ,7/28/2020,8/27/2020,1
98VUWLKL,7/28/2020,8/27/2020,1
VCGVM2OA,7/28/2020,8/27/2020,1
LYKHJDGA,7/28/2020,8/27/2020,1
JLTGM3RM,7/28/2020,8/27/2020,1
AHK6AQZT,7/28/2020,8/27/2020,1
TC45333G,7/28/2020,8/27/2020,1
H9R5IVDN,7/28/2020,8/27/2020,1
5ODLJWEH,7/28/2020,8/27/2020,1
5CHU2FZ6,7/28/2020,8/27/2020,1
G5EILLGE,7/28/2020,8/27/2020,1
E3I3ZK4Q,7/29/2020,8/28/2020,1
ZJ5RV03S,7/29/2020,8/28/2020,1
1LXYXX3T,7/29/2020,8/28/2020,1
X4Z8ZGVM,7/29/2020,8/28/2020,1
Z7M4PYFV,7/29/2020,8/28/2020,1
N63OJ4LP,7/29/2020,8/28/2020,1
69ENV7M0,7/29/2020,8/28/2020,1
YMFBKEUK,7/29/2020,8/28/2020,1
Z08U90VD,7/29/2020,8/28/2020,1
Q6LR0AA6,7/29/2020,8/28/2020,1
LVMEAOZX,7/29/2020,8/28/2020,1
NHH4S13Z,7/29/2020,8/28/2020,1
1E1I7VE0,7/29/2020,8/28/2020,1
5NEIFUI6,7/29/2020,8/28/2020,1
C2ZWQ3RL,7/30/2020,8/29/2020,1
INLIVH11,7/30/2020,8/29/2020,1
IR6HWIEL,7/30/2020,8/29/2020,1
6NE5DKXM,7/30/2020,8/29/2020,1
I70H00P2,7/30/2020,8/29/2020,1
E04IKCLG,7/30/2020,8/29/2020,1
FGZM6X7G,7/30/2020,8/29/2020,1
J0YIF5YG,7/30/2020,8/29/2020,1
55687S41,7/30/2020,8/29/2020,1
S42F6KOQ,7/30/2020,8/29/2020,1
0CQ4TP87,7/30/2020,8/29/2020,1
YA73Z2B1,7/31/2020,8/30/2020,1
AVLC0L8F,7/31/2020,8/30/2020,1
1EYS5VBG,7/31/2020,8/30/2020,1
Z2UVOYMJ,7/31/2020,8/30/2020,1
4Q6I0CCE,7/31/2020,8/30/2020,1
VCRKGJSD,7/31/2020,8/30/2020,1
2VVXU5LP,7/31/2020,8/30/2020,1
1APXKZ08,7/31/2020,8/30/2020,1
2TS64XXO,7/31/2020,8/30/2020,1
093EPIFE,7/31/2020,8/30/2020,1
69PKMDQ3,8/1/2020,8/31/2020,1
4H5HB8O1,8/1/2020,8/31/2020,1
C0UDOBTO,8/1/2020,8/31/2020,1
1G83DM5D,8/1/2020,8/31/2020,1
AA3F6VBU,8/1/2020,8/31/2020,1
7MQAC9X4,8/1/2020,8/31/2020,1
11P51JV6,8/1/2020,8/31/2020,1
CCQF3X16,8/1/2020,8/31/2020,1
9D5JW7S2,8/1/2020,8/31/2020,1
SMMBOEFG,8/2/2020,9/1/2020,1
X4ANTR4X,8/2/2020,9/1/2020,1
XL5A88TF,8/2/2020,9/1/2020,1
AR0TT10Y,8/2/2020,9/1/2020,1
6JGTLM84,8/2/2020,9/1/2020,1
KWJCP02C,8/2/2020,9/1/2020,1
C0UATZ61,8/2/2020,9/1/2020,1
C6KSXQGI,8/2/2020,9/1/2020,1
JZRLJMVX,8/2/2020,9/1/2020,1
FT1FKCEW,8/2/2020,9/1/2020,1
5VRB9ME9,8/2/2020,9/1/2020,1
EIF2H0S4,8/2/2020,9/1/2020,1
6KUTUQ5N,8/2/2020,9/1/2020,1
RF7ND6TX,8/2/2020,9/1/2020,1
65TWREYM,8/2/2020,9/1/2020,1
FK138FD0,8/2/2020,9/1/2020,1
X5KRMGIZ,8/2/2020,9/1/2020,1
OSB5LBFZ,8/3/2020,9/2/2020,1
UDSOJZSI,8/3/2020,9/2/2020,1
VMES9CZM,8/3/2020,9/2/2020,1
T8PYOHMY,8/3/2020,9/2/2020,1
UWGWR0GU,8/3/2020,9/2/2020,1
ZM758T48,8/3/2020,9/2/2020,1
LS4AOOFL,8/3/2020,9/2/2020,1
URQO7V5K,8/3/2020,9/2/2020,1
WQ88HOFD,8/3/2020,9/2/2020,1
C5AK9KK5,8/3/2020,9/2/2020,1
LERFNNGS,8/3/2020,9/2/2020,1
OPSSLEIU,8/3/2020,9/2/2020,1
CKRD15VN,8/3/2020,9/2/2020,1
RW2GOOPO,8/3/2020,9/2/2020,1
EEPX6FEC,8/4/2020,9/3/2020,1
M53DVLWP,8/4/2020,9/3/2020,1
VPHKPEEO,8/4/2020,9/3/2020,1
1ETEW2LF,8/4/2020,9/3/2020,1
YS2OX3SL,8/4/2020,9/3/2020,1
LQD93Y0N,8/4/2020,9/3/2020,1
0GX0K9HW,8/4/2020,9/3/2020,1
B8JWU00I,8/4/2020,9/3/2020,1
HXTHI8E8,8/4/2020,9/3/2020,1
J5TO1865,8/4/2020,9/3/2020,1
V831JUGJ,8/4/2020,9/3/2020,1
FHGMWILE,8/4/2020,9/3/2020,1
RY6IR8EI,8/4/2020,9/3/2020,1
AMMNGKMA,8/5/2020,9/4/2020,1
3GZN4V7E,8/5/2020,9/4/2020,1
4SJW317F,8/5/2020,9/4/2020,1
QRFDMJC4,8/5/2020,9/4/2020,1
4G1D22K6,8/5/2020,9/4/2020,1
UECNBPO0,8/5/2020,9/4/2020,1
L70ASED4,8/5/2020,9/4/2020,1
GFL3SE23,8/5/2020,9/4/2020,1
83GRHFQP,8/5/2020,9/4/2020,1
12MTZGN3,8/6/2020,9/5/2020,1
WHWYA421,8/6/2020,9/5/2020,1
XPHT831W,8/6/2020,9/5/2020,1
1QM1I4V0,8/6/2020,9/5/2020,1
DDF0ZPLQ,8/6/2020,9/5/2020,1
0RWNTJ73,8/6/2020,9/5/2020,1
4PIGAJ0S,8/6/2020,9/5/2020,1
KEWK5VMH,8/6/2020,9/5/2020,1
XB7ET6BJ,8/6/2020,9/5/2020,1
JCDL5NI9,8/6/2020,9/5/2020,1
0M6ZPEAE,8/6/2020,9/5/2020,1
4C2O9RA4,8/6/2020,9/5/2020,1
SJ2HK7OJ,8/6/2020,9/5/2020,1
J722POHK,8/7/2020,9/6/2020,1
Q7P6EYJQ,8/7/2020,9/6/2020,1
VIXGTUCG,8/7/2020,9/6/2020,1
IUULCZW7,8/7/2020,9/6/2020,1
G12K6IXZ,8/7/2020,9/6/2020,1
EGXQNQU4,8/7/2020,9/6/2020,1
528ZSU4K,8/7/2020,9/6/2020,1
NI0QDCWW,8/7/2020,9/6/2020,1
YC0QU9DH,8/7/2020,9/6/2020,1
OGZHTI8K,8/7/2020,9/6/2020,1
RGANTX05,8/8/2020,9/7/2020,1
26PKFYJZ,8/8/2020,9/7/2020,1
24UIJEDP,8/8/2020,9/7/2020,1
WHYN2753,8/8/2020,9/7/2020,1
XB0Z15V5,8/8/2020,9/7/2020,1
NQ2RZBQI,8/8/2020,9/7/2020,1
FHTCSQOY,8/8/2020,9/7/2020,1
3QZM85J9,8/8/2020,9/7/2020,1
89CKKV9F,8/8/2020,9/7/2020,1
WAJC8L60,8/8/2020,9/7/2020,1
RY6B9E8F,8/9/2020,9/8/2020,1
8PVWD3E2,8/9/2020,9/8/2020,1
WBSUFXQY,8/9/2020,9/8/2020,1
NZY6SBOY,8/9/2020,9/8/2020,1
KZC9KW3J,8/9/2020,9/8/2020,1
AEFN049O,8/9/2020,9/8/2020,1
J62GWM11,8/9/2020,9/8/2020,1
P2UIZJT6,8/9/2020,9/8/2020,1
RULRFVIE,8/9/2020,9/8/2020,1
4K8RF87Y,8/9/2020,9/8/2020,1
U0JCYCL8,8/10/2020,9/9/2020,1
P9Y8FFIY,8/10/2020,9/9/2020,1
XSTT8EB3,8/10/2020,9/9/2020,1
5M3EHWWA,8/10/2020,9/9/2020,1
2TM78G5I,8/10/2020,9/9/2020,1
EELI8FJZ,8/10/2020,9/9/2020,1
4QJF2K4W,8/10/2020,9/9/2020,1
MZ593CPN,8/10/2020,9/9/2020,1
9FW3OHY6,8/10/2020,9/9/2020,1
MMOGRD90,8/10/2020,9/9/2020,1
9PPND9WR,8/10/2020,9/9/2020,1
CBLE2JJR,8/10/2020,9/9/2020,1
KA08CYGM,8/11/2020,9/10/2020,1
TX3N7P8P,8/11/2020,9/10/2020,1
5S0HNHVE,8/11/2020,9/10/2020,1
KAZW510R,8/11/2020,9/10/2020,1
IKGO41FH,8/11/2020,9/10/2020,1
IBUKE50A,8/11/2020,9/10/2020,1
MGSI57R8,8/11/2020,9/10/2020,1
P9W69LHT,8/11/2020,9/10/2020,1
40M2JP7W,8/11/2020,9/10/2020,1
D37BSM7Y,8/11/2020,9/10/2020,1
27N6HZD8,8/11/2020,9/10/2020,1
6G43E94R,8/12/2020,9/11/2020,1
OF567WW1,8/12/2020,9/11/2020,1
JDR4MVFG,8/12/2020,9/11/2020,1
YI1HALSN,8/12/2020,9/11/2020,1
EO7AZIPI,8/12/2020,9/11/2020,1
AQ66CIP5,8/12/2020,9/11/2020,1
VKJK1PI8,8/12/2020,9/11/2020,1
CZRZTJE4,8/12/2020,9/11/2020,1
TUZN08AY,8/12/2020,9/11/2020,1
WN49WUOV,8/12/2020,9/11/2020,1
X6N0EGCA,8/12/2020,9/11/2020,1
2SKRZYD8,8/12/2020,9/11/2020,1
NRX6RQ0X,8/12/2020,9/11/2020,1
ZRTCBLYI,8/12/2020,9/11/2020,1
L40NTAJH,8/12/2020,9/11/2020,1
A3OGIC6O,8/13/2020,9/12/2020,1
243JLVBA,8/13/2020,9/12/2020,1
7J8WH8DO,8/13/2020,9/12/2020,1
MEW5MNG6,8/13/2020,9/12/2020,1
AOSGY7ZI,8/13/2020,9/12/2020,1
00GIFJT0,8/13/2020,9/12/2020,1
RILN46MO,8/13/2020,9/12/2020,1
T4EYTF9B,8/13/2020,9/12/2020,1
0AY17ASX,8/14/2020,9/13/2020,1
XFXSCKOO,8/14/2020,9/13/2020,1
HF7R8II3,8/14/2020,9/13/2020,1
ZP3W8OCS,8/14/2020,9/13/2020,1
3RGSUSXS,8/14/2020,9/13/2020,1
6F1HBQET,8/14/2020,9/13/2020,1
I083OPJG,8/14/2020,9/13/2020,1
0U5HZQ94,8/14/2020,9/13/2020,1
KO91DDPQ,8/14/2020,9/13/2020,1
DLN9762S,8/14/2020,9/13/2020,1
NKT1FZG7,8/14/2020,9/13/2020,1
V84ZDLGG,8/15/2020,9/14/2020,1
19AZPO7B,8/15/2020,9/14/2020,1
G92JVXE6,8/15/2020,9/14/2020,1
JHTG5MTW,8/15/2020,9/14/2020,1
N0D1NSSC,8/15/2020,9/14/2020,1
66AYXOVJ,8/15/2020,9/14/2020,1
OSDWCGZ4,8/15/2020,9/14/2020,1
Y38KQ21D,8/15/2020,9/14/2020,1
KEWBDQZ1,8/15/2020,9/14/2020,1
WOKPOP5Y,8/15/2020,9/14/2020,1
QRBT6YMX,8/15/2020,9/14/2020,1
2VB2SMDB,8/15/2020,9/14/2020,1
PPULSFJ7,8/15/2020,9/14/2020,1
H9I1IFDD,8/16/2020,9/15/2020,1
0B6J38M9,8/16/2020,9/15/2020,1
ULUD9ZUR,8/16/2020,9/15/2020,1
2DJ0D0OI,8/16/2020,9/15/2020,1
MV72TEYT,8/16/2020,9/15/2020,1
CTN5FWGI,8/16/2020,9/15/2020,1
4HAB4AIH,8/16/2020,9/15/2020,1
1CRERS6V,8/16/2020,9/15/2020,1
8AC0QQCR,8/16/2020,9/15/2020,1
0JY6I9J6,8/16/2020,9/15/2020,1
7JA23QGZ,8/17/2020,9/16/2020,1
6Z3CZIF2,8/17/2020,9/16/2020,1
DER6QBQR,8/17/2020,9/16/2020,1
XB8SRPMI,8/17/2020,9/16/2020,1
9PUTR4YG,8/17/2020,9/16/2020,1
O0A91B9H,8/17/2020,9/16/2020,1
KUK1W9MQ,8/17/2020,9/16/2020,1
1P0GIZRJ,8/17/2020,9/16/2020,1
BNWXX239,8/17/2020,9/16/2020,1
B5JUN12T,8/17/2020,9/16/2020,1
X2LM1YJW,8/18/2020,9/17/2020,1
FTMYCUIW,8/18/2020,9/17/2020,1
550UKP5X,8/18/2020,9/17/2020,1
NI5Z25B0,8/18/2020,9/17/2020,1
V71CXJ74,8/18/2020,9/17/2020,1
LMS3H3PA,8/18/2020,9/17/2020,1
Z3657YH5,8/18/2020,9/17/2020,1
K3WINS2T,8/18/2020,9/17/2020,1
LVWMX506,8/18/2020,9/17/2020,1
C06NGDTW,8/18/2020,9/17/2020,1
ERWQN65S,8/19/2020,9/18/2020,1
T5H01U1H,8/19/2020,9/18/2020,1
W9G1V6ZO,8/19/2020,9/18/2020,1
7ZD2O1YZ,8/19/2020,9/18/2020,1
JQP7YVS4,8/19/2020,9/18/2020,1
N2BPH8NJ,8/19/2020,9/18/2020,1
UDDSQ6V5,8/19/2020,9/18/2020,1
Q77FKE37,8/19/2020,9/18/2020,1
EUWIOZKU,8/19/2020,9/18/2020,1
8LB986FK,8/19/2020,9/18/2020,1
RDD59M1Q,8/19/2020,9/18/2020,1
6VG491OA,8/19/2020,9/18/2020,1
PTXGCT29,8/19/2020,9/18/2020,1
9YW7E8PU,8/19/2020,9/18/2020,1
KVLNE1XS,8/19/2020,9/18/2020,1
XENF5H2L,8/19/2020,9/18/2020,1
HW5J24X3,8/20/2020,9/19/2020,1
XO959WV3,8/20/2020,9/19/2020,1
0KBBW394,8/20/2020,9/19/2020,1
6IOSOBC9,8/20/2020,9/19/2020,1
VOUYNHW5,8/20/2020,9/19/2020,1
I7QVS2VW,8/20/2020,9/19/2020,1
3B32Q7JW,8/20/2020,9/19/2020,1
WAMOCLQU,8/20/2020,9/19/2020,1
8Y2UL9OU,8/20/2020,9/19/2020,1
2BSGHBW0,8/20/2020,9/19/2020,1
J8UN5TH1,8/20/2020,9/19/2020,1
FJ1G58JB,8/21/2020,9/20/2020,1
2RJ214J3,8/21/2020,9/20/2020,1
2090HEEX,8/21/2020,9/20/2020,1
NLCWGH9P,8/21/2020,9/20/2020,1
39AFO1MM,8/21/2020,9/20/2020,1
WDWPG95P,8/21/2020,9/20/2020,1
67PVLFK9,8/21/2020,9/20/2020,1
9LMZA7C6,8/21/2020,9/20/2020,1
G0C7DMHO,8/21/2020,9/20/2020,1
SWUGQ2RQ,8/21/2020,9/20/2020,1
ERLTXQZC,8/21/2020,9/20/2020,1
279M3M13,8/21/2020,9/20/2020,1
HPJ3JCDR,8/22/2020,9/21/2020,1
B30JLHQ6,8/22/2020,9/21/2020,1
R6CPQIIG,8/22/2020,9/21/2020,1
YSYBJODH,8/22/2020,9/21/2020,1
68GPZKN6,8/22/2020,9/21/2020,1
O97JRV8Z,8/22/2020,9/21/2020,1
00LQF8W6,8/22/2020,9/21/2020,1
6BSSTSHW,8/22/2020,9/21/2020,1
XGW3RI18,8/22/2020,9/21/2020,1
TYXADASF,8/23/2020,9/22/2020,1
6LCNPC4I,8/23/2020,9/22/2020,1
FP06NGUN,8/23/2020,9/22/2020,1
WCR706KT,8/23/2020,9/22/2020,1
S0MZK0Z3,8/23/2020,9/22/2020,1
BEAQ3SU4,8/23/2020,9/22/2020,1
KHST9HTZ,8/23/2020,9/22/2020,1
XU4M4W7X,8/23/2020,9/22/2020,1
I8A3RFXD,8/23/2020,9/22/2020,1
RRWFVBE4,8/23/2020,9/22/2020,1
ESU89AS3,8/23/2020,9/22/2020,1
DMTZROZF,8/24/2020,9/23/2020,1
GW8QT5M8,8/24/2020,9/23/2020,1
IABQ3MZQ,8/24/2020,9/23/2020,1
54DVNP9D,8/24/2020,9/23/2020,1
J4GA69J8,8/24/2020,9/23/2020,1
U8MZHUKN,8/24/2020,9/23/2020,1
ZYRW3D69,8/24/2020,9/23/2020,1
DHKUD8BV,8/24/2020,9/23/2020,1
XU476DIK,8/24/2020,9/23/2020,1
5V5TRYDV,8/24/2020,9/23/2020,1
KJNPBDCY,8/24/2020,9/23/2020,1
GSOMSJ8J,8/24/2020,9/23/2020,1
1MVQFKX5,8/24/2020,9/23/2020,1
BFC072UA,8/24/2020,9/23/2020,1
CXELQYTB,8/24/2020,9/23/2020,1
XQE046TT,8/24/2020,9/23/2020,1
8RUKBMVH,8/24/2020,9/23/2020,1
LU9BMA1M,8/24/2020,9/23/2020,1
H20AEY64,8/24/2020,9/23/2020,1
YU3Z55FV,8/25/2020,9/24/2020,1
7U7JQX81,8/25/2020,9/24/2020,1
YHZWA8C7,8/25/2020,9/24/2020,1
10K90U2J,8/25/2020,9/24/2020,1
INOBULTN,8/25/2020,9/24/2020,1
5INV0JDG,8/25/2020,9/24/2020,1
D2FSSRLQ,8/25/2020,9/24/2020,1
LJVM2YHH,8/26/2020,9/25/2020,1
ZCVHMBCD,8/26/2020,9/25/2020,1
AMETM0QS,8/26/2020,9/25/2020,1
7QC4TC0Z,8/26/2020,9/25/2020,1
URPLGOW2,8/26/2020,9/25/2020,1
3ROVLDH5,8/26/2020,9/25/2020,1
M1TKRIKM,8/26/2020,9/25/2020,1
F17SJXAG,8/26/2020,9/25/2020,1
QVANUNN0,8/26/2020,9/25/2020,1
TCRM36BZ,8/26/2020,9/25/2020,1
1284AHFF,8/26/2020,9/25/2020,1
U4DAZT02,8/26/2020,9/25/2020,1
GMAJWJSZ,8/27/2020,9/26/2020,1
AKTEE7SR,8/27/2020,9/26/2020,1
WIDEB3YD,8/27/2020,9/26/2020,1
39VD13R1,8/27/2020,9/26/2020,1
N9FDB4EX,8/27/2020,9/26/2020,1
6Z1635GC,8/27/2020,9/26/2020,1
YSB4EPLO,8/27/2020,9/26/2020,1
Q1VAHO5V,8/27/2020,9/26/2020,1
QMST8WJA,8/27/2020,9/26/2020,1
SL6FHV1J,8/28/2020,9/27/2020,1
PMN68IUK,8/28/2020,9/27/2020,1
2FH29F02,8/28/2020,9/27/2020,1
V868LZ64,8/28/2020,9/27/2020,1
396LP6V1,8/28/2020,9/27/2020,1
MHJYG794,8/28/2020,9/27/2020,1
B97XBULG,8/28/2020,9/27/2020,1
YTRACZS5,8/28/2020,9/27/2020,1
NQI4U31M,8/28/2020,9/27/2020,1
NVDKW4HT,8/28/2020,9/27/2020,1
8SK1N2B1,8/28/2020,9/27/2020,1
MVUBPGY2,8/29/2020,9/28/2020,1
CB3KGKYI,8/29/2020,9/28/2020,1
C4J0Q2FM,8/29/2020,9/28/2020,1
J63R0G1T,8/29/2020,9/28/2020,1
J0CW29HV,8/29/2020,9/28/2020,1
ZH5NOXKT,8/29/2020,9/28/2020,1
OUB25500,8/29/2020,9/28/2020,1
Z2990Y40,8/29/2020,9/28/2020,1
8GNZZG76,8/29/2020,9/28/2020,1
37JWR67K,8/29/2020,9/28/2020,1
22TNGM69,8/30/2020,9/29/2020,1
LQ6F8AKC,8/30/2020,9/29/2020,1
QSTRXLKF,8/30/2020,9/29/2020,1
B6L4B8KK,8/30/2020,9/29/2020,1
ENNLF2YP,8/30/2020,9/29/2020,1
DD0965RZ,8/30/2020,9/29/2020,1
EO4ZSFG8,8/31/2020,9/30/2020,1
TYZQBV74,8/31/2020,9/30/2020,1
1D82DYFO,8/31/2020,9/30/2020,1
4BDBO6FN,8/31/2020,9/30/2020,1
QV91HBL5,8/31/2020,9/30/2020,1
7CRBW3NE,8/31/2020,9/30/2020,1
HL1EATCB,8/31/2020,9/30/2020,1
2V14QZXG,8/31/2020,9/30/2020,1
L7IFRGAL,8/31/2020,9/30/2020,1
SXMDQVVP,8/31/2020,9/30/2020,1
B9YCSECU,9/1/2020,10/1/2020,1
22IAE9HE,9/1/2020,10/1/2020,1
LR2MKGW3,9/1/2020,10/1/2020,1
MGT1VMFL,9/1/2020,10/1/2020,1
GQOZSMVW,9/1/2020,10/1/2020,1
35MIXR9D,9/1/2020,10/1/2020,1
QOVDZVC6,9/1/2020,10/1/2020,1
CO6OFPY8,9/2/2020,10/2/2020,1
1UOSUVEW,9/2/2020,10/2/2020,1
WFRL934H,9/2/2020,10/2/2020,1
N4RDH7CT,9/2/2020,10/2/2020,1
U7QJL3ZP,9/2/2020,10/2/2020,1
6ZRZIMPT,9/2/2020,10/2/2020,1
M3I4WWT4,9/2/2020,10/2/2020,1
APYHSX4L,9/2/2020,10/2/2020,1
